Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Phantom: Requiem for the Phantom,TV,26,Finished Airing,2009-4-3,2009-9-25,Spring,Fridays at 02:15 (JST),Genco,Funimation,Bee Train,Visual novel,"Action,Drama,Seinen,Thriller",24 min. per ep.,R,8.11,82495,199948,3660
School Rumble Ni Gakki,TV,26,Finished Airing,2006-4-3,2006-9-25,Spring,-,"Sotsu,Marvelous,Studio Jack",Funimation,Studio Comet,Manga,"Comedy,Romance,School,Shounen",24 min. per ep.,PG-13,8.11,64765,108037,673
Sekaiichi Hatsukoi: Valentine-hen,Movie,1,Finished Airing,2014-3-15,-,-,-,Kadokawa Shoten,-,Studio Deen,-,"Romance,Comedy,Shounen Ai",15 min.,PG-13,8.11,9011,19594,29
Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,OVA,7,Finished Airing,2008-4-25,2009-1-23,-,-,"Production I.G,Nihon Ad Systems",-,M.S.C,-,"Comedy,Sports,School,Shounen",23 min. per ep.,PG-13,8.11,14169,25239,66
Touch,TV,101,Finished Airing,1985-3-24,1987-3-22,Spring,Sundays at 19:00 (JST),Group TAC,-,Studio Gallop,Manga,"Drama,Romance,School,Shounen,Slice of Life,Sports",25 min. per ep.,PG-13,8.11,5207,16936,326
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,-,Currently Airing,2017-2-25,-,-,-,-,Funimation,Xebec,Original,"Action,Military,Sci-Fi,Space,Drama",25 min.,PG-13,8.11,732,8003,21
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,13,Finished Airing,2013-4-5,2013-6-28,Spring,-,"Geneon Universal Entertainment,TBS,Delfi Sound,Marvelous AQL,Atelier Musa",Sentai Filmworks,Brain's Base,Light novel,"Slice of Life,Comedy,Drama,Romance,School",24 min. per ep.,PG-13,8.11,301647,514885,13824
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,1,Finished Airing,2008-7-16,-,-,-,Pony Canyon,Sentai Filmworks,Kyoto Animation,Visual novel,"Drama,Romance,School,Slice of Life",25 min.,PG-13,8.1,131564,192062,714
Durarara!!x2 Ten,TV,12,Finished Airing,2015-7-4,2015-9-26,Summer,Saturdays at 23:30 (JST),Aniplex,Aniplex of America,Shuka,Light novel,"Action,Mystery,Supernatural",24 min. per ep.,R,8.1,98373,193196,585
Fullmetal Alchemist: Brotherhood Specials,Special,4,Finished Airing,2009-8-26,2010-8-25,-,-,"Aniplex,Square Enix",Funimation,Bones,Manga,"Military,Adventure,Drama,Magic,Fantasy,Shounen",15 min. per ep.,PG-13,8.1,43587,87338,166
Higurashi no Naku Koro ni,TV,26,Finished Airing,2006-4-5,2006-9-27,Spring,Wednesdays at 01:30 (JST),"Geneon Universal Entertainment,Frontier Works,Sotsu,DAX Production","Sentai Filmworks,Geneon Entertainment USA",Studio Deen,Visual novel,"Mystery,Dementia,Horror,Psychological,Supernatural,Thriller",24 min. per ep.,R,8.1,220143,447703,15737
Junjou Romantica 3,TV,12,Finished Airing,2015-7-9,2015-9-24,Summer,Thursdays at 01:05 (JST),"Frontier Works,Lantis,Kadokawa Shoten,Romantica club !!",Funimation,Studio Deen,Manga,"Comedy,Drama,Romance,Shounen Ai",24 min. per ep.,PG-13,8.1,28424,57552,455
Kara no Kyoukai: Mirai Fukuin,Movie,1,Finished Airing,2013-9-28,-,-,-,Notes,Aniplex of America,ufotable,Light novel,"Drama,Mystery,Seinen,Supernatural",1 hr. 30 min.,R,8.1,25250,55699,145
Mobile Suit Gundam: The 08th MS Team,OVA,12,Finished Airing,1996-1-25,1999-7-25,-,-,Atelier Musa,Bandai Entertainment,Sunrise,Original,"Military,Sci-Fi,Adventure,Drama,Romance,Mecha",24 min. per ep.,PG-13,8.1,24572,43553,689
Tamako Love Story,Movie,1,Finished Airing,2014-4-26,-,-,-,"Pony Canyon,TBS",Sentai Filmworks,Kyoto Animation,Original,"Comedy,Romance,Slice of Life",1 hr. 23 min.,PG-13,8.1,57514,120935,951
Wolf's Rain OVA,OVA,4,Finished Airing,2004-1-23,2004-2-25,-,-,Asatsu DK,"Funimation,Bandai Entertainment",Bones,Original,"Sci-Fi,Adventure,Psychological,Supernatural,Drama",23 min. per ep.,PG-13,8.1,24119,43722,287
Aria The Avvenire,Special,3,Finished Airing,2015-9-26,-,-,-,Shochiku,Nozomi Entertainment,TYO Animations,Manga,"Fantasy,Sci-Fi,Shounen,Slice of Life",21 min. per ep.,G,8.09,4823,13668,74
Aria The OVA: Arietta,OVA,1,Finished Airing,2007-9-21,-,-,-,"TV Tokyo,Shochiku",Nozomi Entertainment,Hal Film Maker,Manga,"Fantasy,Sci-Fi,Shounen,Slice of Life",30 min.,G,8.09,10972,24287,63
Fairy Tail,TV,175,Finished Airing,2009-10-12,2013-3-30,Fall,Saturdays at 10:30 (JST),"TV Tokyo,Dentsu,Pony Canyon,Kodansha,DAX Production,Sakura Create",Funimation,"Satelight,A-1 Pictures",Manga,"Action,Adventure,Comedy,Magic,Fantasy,Shounen",24 min. per ep.,PG-13,8.09,417645,806105,37460
Final Fantasy VII: Advent Children Complete,OVA,1,Finished Airing,2009-4-16,-,-,-,-,-,Square Enix,Game,"Action,Fantasy,Super Power",2 hr. 6 min.,PG-13,8.09,58823,92132,695
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,Special,1,Finished Airing,2006-1-27,-,-,-,"Bandai Visual,Tokuma Shoten","Bandai Entertainment,Manga Entertainment",Production I.G,-,"Action,Mecha,Sci-Fi",2 hr. 41 min.,R,8.09,7838,20450,38
Kekkai Sensen & Beyond,TV,12,Finished Airing,2017-10-8,2017-12-24,Fall,Sundays at 03:08 (JST),"Nihon Ad Systems,Mainichi Broadcasting System,TOHO animation,Shueisha",Funimation,Bones,Manga,"Action,Comedy,Fantasy,Shounen,Super Power,Supernatural,Vampire",24 min. per ep.,R,8.09,52697,144459,649
Log Horizon,TV,25,Finished Airing,2013-10-5,2014-3-22,Fall,Saturdays at 17:30 (JST),NHK,Sentai Filmworks,Satelight,Novel,"Action,Game,Adventure,Magic,Fantasy",25 min. per ep.,PG-13,8.09,290562,548433,7428
Noragami Aragoto OVA,OVA,2,Finished Airing,2015-11-17,2016-3-17,-,-,-,-,Bones,Manga,"Action,Adventure,Comedy,Supernatural,Shounen",23 min. per ep.,PG-13,8.09,51937,101153,241
Takarajima,TV,26,Finished Airing,1978-10-8,1979-4-1,Fall,Sundays at Unknown,Tokyo Movie Shinsha,-,"Madhouse,TMS Entertainment",Novel,"Adventure,Mystery,Historical,Drama",24 min. per ep.,PG-13,8.09,3130,8228,112
Ginga Sengoku Gunyuuden Rai,TV,52,Finished Airing,1994-4-8,1995-3-31,Spring,Fridays at 18:30 (JST),"TV Tokyo,SoftX",Enoki Films,E&G Films,Manga,"Sci-Fi,Adventure,Space,Romance,Shounen",25 min. per ep.,PG-13,8.08,2711,7262,51
Hanamonogatari,TV,5,Finished Airing,2014-8-16,-,Summer,Saturdays at 19:00 (JST),"Aniplex,Kodansha",Aniplex of America,Shaft,Light novel,"Comedy,Mystery,Supernatural",25 min. per ep.,R,8.08,102863,187777,750
Omae Umasou da na,Movie,1,Finished Airing,2010-10-16,-,-,-,"TMS Entertainment,MediaNet,Kids Station,Happinet Pictures,Tokyo Theatres",-,Ajia-Do,Picture book,"Action,Adventure,Fantasy,Kids",1 hr. 30 min.,G,8.08,3514,8622,80
Quanzhi Gaoshou,ONA,12,Finished Airing,2017-4-7,2017-6-16,-,-,"bilibili,Tencent Penguin Pictures,China Literature Limited",-,G.CMay Animation & Film,Novel,"Action,Game",24 min. per ep.,PG-13,8.08,62457,140658,1723
Tokyo Ghoul:re,TV,12,Currently Airing,2018-4-3,-,Spring,Tuesdays at 23:00 (JST),"Pierrot Plus,Shueisha",Funimation,Studio Pierrot,Manga,"Action,Drama,Horror,Mystery,Psychological,Seinen,Supernatural",24 min. per ep.,R,8.08,22436,187067,1351
xxxHOLiC,TV,24,Finished Airing,2006-4-7,2006-9-29,Spring,-,"TBS,BMG Japan,Kids Station,Kodansha",Funimation,Production I.G,Manga,"Mystery,Comedy,Psychological,Supernatural,Drama",24 min. per ep.,PG-13,8.08,76663,183244,3329
Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,OVA,28,Finished Airing,1999-12-24,2001-6-27,-,-,-,Sentai Filmworks,J.C.Staff,Novel,"Drama,Military,Sci-Fi,Space",26 min. per ep.,R,8.07,3676,10158,15
Hyouge Mono,TV,39,Finished Airing,2011-4-7,2012-1-26,Spring,-,"NHK,Sogo Vision",-,Bee Train,Manga,"Historical,Samurai,Seinen",25 min. per ep.,R,8.07,1879,14731,164
Igano Kabamaru,TV,24,Finished Airing,1983-10-20,1984-3-29,Fall,Thursdays at 19:00 (JST),Toho,-,Group TAC,Manga,"Action,Adventure,Comedy,Romance,School,Shounen",23 min. per ep.,PG-13,8.07,2631,6344,102
Kami nomi zo Shiru Sekai II,TV,12,Finished Airing,2011-4-12,2011-6-28,Spring,Tuesdays at 01:30 (JST),"TV Tokyo,Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,"Comedy,Harem,Romance,Shounen,Supernatural",23 min. per ep.,PG-13,8.07,153618,241048,870
Kimi to Boku. 2,TV,13,Finished Airing,2012-4-3,2012-6-26,Spring,-,"TV Tokyo,Aniplex,Square Enix,Nihon Ad Systems,Movic,Kimi To Boku Production Partners",-,J.C.Staff,Manga,"Comedy,Drama,Romance,School,Shounen,Slice of Life",24 min. per ep.,PG-13,8.07,27441,54410,306
Mahou Shoujo Lyrical Nanoha A's,TV,13,Finished Airing,2005-10-2,2005-12-25,Fall,-,"Starchild Records,Omnibus Japan",Geneon Entertainment USA,Seven Arcs,Original,"Action,Comedy,Drama,Magic,Super Power",25 min. per ep.,PG-13,8.07,25666,47558,949
Ore Monogatari!!,TV,24,Finished Airing,2015-4-9,2015-9-24,Spring,Thursdays at 01:29 (JST),"VAP,Nippon Television Network,Shueisha",Sentai Filmworks,Madhouse,Manga,"Comedy,Romance,Shoujo",22 min. per ep.,PG-13,8.07,136101,291364,2789
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,OVA,2,Finished Airing,2001-12-3,-,-,-,SME Visual Works,"ADV Films,Aniplex of America",Studio Deen,Manga,"Romance,Samurai,Historical,Drama,Shounen",42 min. per ep.,R,8.07,33525,56812,347
Sekaiichi Hatsukoi,TV,12,Finished Airing,2011-4-9,2011-6-25,Spring,-,"Lantis,Kadokawa Shoten,AT-X,DAX Production,KlockWorx",Funimation,Studio Deen,Manga,"Comedy,Drama,Romance,Shounen Ai",23 min. per ep.,PG-13,8.07,68682,120542,2892
Tekkon Kinkreet,Movie,1,Finished Airing,2006-12-23,-,-,-,"Aniplex,Tokyo MX,Beyond C.",Sony Pictures Entertainment,Studio 4°C,Manga,"Action,Adventure,Psychological,Supernatural",1 hr. 51 min.,R,8.07,26780,59830,947
ef: A Tale of Memories.,TV,12,Finished Airing,2007-10-7,2007-12-23,Fall,Sundays at 01:35 (JST),Rondo Robe,Sentai Filmworks,Shaft,Visual novel,"Mystery,Drama,Romance",24 min. per ep.,PG-13,8.06,81607,179263,2687
FLCL,OVA,6,Finished Airing,2000-4-26,2001-3-16,-,-,"Starchild Records,GANSIS","Funimation,Synch-Point","Gainax,Production I.G",Original,"Action,Sci-Fi,Comedy,Parody,Dementia,Psychological,Mecha",25 min. per ep.,PG-13,8.06,228767,400400,15747
Hikaru no Go: Journey to the North Star Cup,Special,1,Finished Airing,2004-1-3,-,-,-,Dentsu,-,Studio Pierrot,Manga,"Game,Shounen",1 hr. 17 min.,G,8.06,9231,16362,30
Karigurashi no Arrietty,Movie,1,Finished Airing,2010-7-17,-,-,-,-,Walt Disney Studios,Studio Ghibli,Novel,Fantasy,1 hr. 34 min.,G,8.06,84145,134478,392
Kobato.,TV,24,Finished Airing,2009-10-6,2010-3-23,Fall,-,"NHK,NHK-BS2",Sentai Filmworks,Madhouse,Manga,"Comedy,Drama,Romance,Fantasy",24 min. per ep.,PG-13,8.06,39700,105665,1271
Ookiku Furikabutte,TV,25,Finished Airing,2007-4-13,2007-9-28,Spring,-,"Aniplex,Mainichi Broadcasting System,TBS,Kodansha,Movic,Rakuonsha",Funimation,A-1 Pictures,Manga,"Comedy,Sports",25 min. per ep.,PG-13,8.06,25213,60097,1468
Overlord,TV,13,Finished Airing,2015-7-7,2015-9-29,Summer,Tuesdays at 23:00 (JST),"AT-X,Grooove,Hakuhodo DY Music & Pictures,Kadokawa",Funimation,Madhouse,Light novel,"Action,Game,Adventure,Supernatural,Magic,Fantasy",24 min. per ep.,R,8.06,265500,461796,7196
SKET Dance OVA,OVA,1,Finished Airing,2013-2-4,-,-,-,Shueisha,-,Tatsunoko Production,Manga,"Comedy,School,Shounen",27 min.,PG-13,8.06,7688,14370,14
Tennis no Ouji-sama: Zenkoku Taikai-hen,OVA,13,Finished Airing,2006-3-24,2007-3-23,-,-,"Production I.G,Shueisha",-,M.S.C,-,"Action,Comedy,Sports,Shounen",23 min. per ep.,PG-13,8.06,17474,30037,89
Tiger & Bunny,TV,25,Finished Airing,2011-4-3,2011-9-18,Spring,-,"Bandai Visual,Mainichi Broadcasting System,Tohokushinsha Film Corporation",Viz Media,Sunrise,Original,"Action,Mystery,Comedy,Super Power",24 min. per ep.,PG-13,8.06,54428,136420,2431
Ushio to Tora (TV) 2nd Season,TV,13,Finished Airing,2016-4-1,2016-6-24,Spring,Fridays at 22:30 (JST),"Sotsu,Showgate,Tokuma Japan Communications,Daiichi Shokai CO., LTD",Sentai Filmworks,MAPPA,Manga,"Action,Adventure,Comedy,Demons,Supernatural,Shounen",24 min. per ep.,PG-13,8.06,32574,66409,241
Darker than Black: Kuro no Keiyakusha Gaiden,Special,4,Finished Airing,2010-1-27,2010-7-21,-,-,Square Enix,Funimation,Bones,Original,"Action,Sci-Fi,Mystery,Super Power",24 min. per ep.,R,8.05,98392,167915,781
Darling in the FranXX,TV,24,Currently Airing,2018-1-13,-,Winter,Saturdays at 23:30 (JST),"Aniplex,Khara,Movic,Ultra Super Pictures,Lucent Pictures Entertainment,Tokyo MX,Nagoya TV Housou,Asahi Broadcasting,BS11,Lawson,ABC Animation",Funimation,"A-1 Pictures,Trigger,CLOVERWORKS",Original,"Sci-Fi,Drama,Mecha",24 min. per ep.,PG-13,8.05,59735,233527,3264
Detective Conan OVA 09: The Stranger in 10 Years...,OVA,1,Finished Airing,2009-6-17,-,-,-,-,-,TMS Entertainment,Manga,"Adventure,Comedy,Mystery,Police,Shounen",22 min.,PG-13,8.05,6663,12336,13
Drifters,TV,12,Finished Airing,2016-10-7,2016-12-23,Fall,Fridays at 23:00 (JST),"Hoods Entertainment,NBCUniversal Entertainment Japan,Shounen Gahousha",Funimation,Hoods Drifters Studio,Manga,"Action,Adventure,Comedy,Historical,Samurai,Fantasy,Seinen",23 min. per ep.,R,8.05,114672,236940,1776
Eyeshield 21,TV,145,Finished Airing,2005-4-6,2008-3-19,Spring,-,"TV Tokyo,Nihon Ad Systems,TV Tokyo Music,Shueisha",Sentai Filmworks,Studio Gallop,Manga,"Action,Sports,Comedy,Shounen",23 min. per ep.,PG-13,8.05,48407,105607,1638
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,1,Finished Airing,2017-8-26,-,-,-,-,-,Silver Link.,Manga,"Action,Comedy,Fantasy,Magic",1 hr. 29 min.,PG-13,8.05,8290,28627,104
Full Moon wo Sagashite,TV,52,Finished Airing,2002-4-6,2003-3-29,Spring,Saturdays at 07:30 (JST),Nihon Ad Systems,Viz Media,Studio Deen,Manga,"Music,Comedy,Supernatural,Drama,Romance,Shoujo",24 min. per ep.,PG-13,8.05,31027,70435,1553
High☆Speed!: Free! Starting Days,Movie,1,Finished Airing,2015-12-5,-,-,-,"Shochiku,Asahi Broadcasting,I Will",Funimation,Kyoto Animation,Light novel,"School,Slice of Life,Sports",1 hr. 50 min.,PG-13,8.05,14013,37789,156
Junjou Romantica OVA,OVA,2,Finished Airing,2012-12-20,2015-12-1,-,-,"Kadokawa Shoten,Romantica club !!",-,Studio Deen,Manga,"Comedy,Drama,Romance,Shounen Ai",22 min. per ep.,PG-13,8.05,14913,30339,91
Kamisama Hajimemashita OVA,OVA,2,Finished Airing,2013-8-20,-,-,-,-,-,TMS Entertainment,Manga,"Comedy,Demons,Supernatural,Romance,Fantasy,Shoujo",14 min. per ep.,PG-13,8.05,28945,54727,216
Kuuchuu Buranko,TV,11,Finished Airing,2009-10-15,2009-12-24,Fall,Fridays at 00:45 (JST),"Dentsu,Fuji TV,Asmik Ace Entertainment,Sony Music Entertainment,Bungeishunjuu",-,Toei Animation,Novel,"Comedy,Psychological,Drama,Seinen",23 min. per ep.,R,8.05,15209,53431,891
Macross,TV,36,Finished Airing,1982-10-3,1983-6-26,Fall,-,Studio Nue,ADV Films,"Artland,Tatsunoko Production",Original,"Action,Mecha,Military,Music,Romance,Sci-Fi,Space",26 min. per ep.,PG-13,8.05,21439,57759,1235
Macross: Do You Remember Love?,Movie,1,Finished Airing,1984-7-7,-,-,-,"Mainichi Broadcasting System,Studio Nue,Big West",-,"Artland,Tatsunoko Production",Original,"Action,Space,Mecha,Romance,Military,Music,Sci-Fi",1 hr. 55 min.,R,8.05,12992,25119,425
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Special,1,Finished Airing,2014-8-30,-,-,-,-,Funimation,Toei Animation,Manga,"Adventure,Comedy,Fantasy,Shounen",1 hr. 47 min.,PG-13,8.05,26628,42130,95
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,Special,1,Finished Airing,2017-8-26,-,-,-,-,Funimation,Toei Animation,Manga,"Action,Adventure,Comedy,Super Power,Drama,Fantasy,Shounen",1 hr. 46 min.,PG-13,8.05,3631,7359,9
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,OVA,6,Finished Airing,2007-6-22,2008-1-25,-,-,Production I.G,-,M.S.C,-,"Action,Comedy,Sports",23 min. per ep.,PG-13,8.05,14539,25191,56
Trigun: Badlands Rumble,Movie,1,Finished Airing,2010-4-2,-,-,-,"flying DOG,Sunny Side Up,Studio Jack,Shounen Gahousha",Funimation,Madhouse,Manga,"Action,Sci-Fi,Adventure,Comedy,Drama,Shounen",1 hr. 30 min.,PG-13,8.05,46598,83342,195
Usagi Drop Specials,Special,4,Finished Airing,2011-10-28,2012-1-27,-,-,-,"NIS America, Inc.",Production I.G,Manga,"Josei,Slice of Life",5 min. per ep.,PG-13,8.05,27009,45205,27
Aoki Hagane no Arpeggio: Ars Nova Cadenza,Movie,1,Finished Airing,2015-10-3,-,-,-,Sotsu,-,SANZIGEN,Manga,"Action,Sci-Fi,Seinen",1 hr. 45 min.,PG-13,8.04,7050,18626,101
Azumanga Daioh,TV,26,Finished Airing,2002-4-9,2002-10-1,Spring,Tuesdays at 01:25 (JST),"Genco,Lantis,Imagica,TV Tokyo Music,Cosmic Ray,King Records","ADV Films,Sentai Filmworks",J.C.Staff,4-koma manga,"Slice of Life,Comedy,School",24 min. per ep.,PG-13,8.04,96783,201812,4347
Haibane Renmei,TV,13,Finished Airing,2002-10-10,2002-12-19,Fall,Thursdays at 02:28 (JST),"Kadokawa Shoten,Fuji TV,Studio Tulip","Funimation,Geneon Entertainment USA",Radix,Other,"Slice of Life,Mystery,Psychological,Drama,Fantasy",24 min. per ep.,PG-13,8.04,60006,150394,4432
Ie Naki Ko Remy,TV,23,Finished Airing,1996-9-1,1997-3-23,Fall,Sundays at 19:30 (JST),Fuji TV,-,Nippon Animation,Novel,"Adventure,Slice of Life,Historical,Drama",23 min. per ep.,G,8.04,4346,9384,47
Jigoku Shoujo Futakomori,TV,26,Finished Airing,2006-10-7,2007-4-7,Fall,Saturdays at 19:30 (JST),"Aniplex,SKY Perfect Well Think",Sentai Filmworks,Studio Deen,Original,"Mystery,Horror,Psychological,Supernatural",25 min. per ep.,R,8.04,44725,100179,635
Saiunkoku Monogatari,TV,39,Finished Airing,2006-4-8,2007-2-24,Spring,-,"NHK,Sogo Vision","Funimation,Geneon Entertainment USA",Madhouse,Light novel,"Adventure,Fantasy,Comedy,Romance,Historical,Drama",25 min. per ep.,PG-13,8.04,23327,61299,1054
Tanoshii Muumin Ikka,TV,78,Finished Airing,1990-4-12,1991-10-3,Spring,Thursdays at 19:00 (JST),"TV Tokyo,Starchild Records",-,Telescreen BV,Book,"Adventure,Comedy,Fantasy,Kids,Slice of Life",24 min. per ep.,G,8.04,5085,10160,241
Tentai Senshi Sunred 2nd Season,TV,26,Finished Airing,2009-10-3,2010-3-27,Fall,-,flying DOG,-,AIC A.S.T.A.,Manga,"Comedy,Parody,Seinen,Super Power",13 min. per ep.,PG-13,8.04,2497,5478,25
There She Is!!,ONA,5,Finished Airing,2003-4-20,2008-12-9,-,-,SamBakZa,-,-,-,"Comedy,Romance",5 min. per ep.,G,8.04,9811,16845,113
Yume-iro Pâtissière,TV,50,Finished Airing,2009-10-4,2010-9-26,Fall,-,"Yomiuri Telecasting,DAX Production,Shueisha",-,"Studio Pierrot,Studio Hibari",Manga,"Kids,School,Shoujo",24 min. per ep.,G,8.04,21420,45174,815
Full Metal Panic! The Second Raid,TV,13,Finished Airing,2005-7-14,2005-10-20,Summer,-,"Kadokawa Shoten,Happinet Pictures","ADV Films,Funimation,Kadokawa Pictures USA",Kyoto Animation,Light novel,"Action,Military,Mecha",24 min. per ep.,R,8.03,108262,181984,1234
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,1,Finished Airing,1988-2-6,-,-,-,-,Sentai Filmworks,"Artland,Madhouse",Novel,"Action,Military,Sci-Fi,Space",59 min.,PG-13,8.03,11672,19926,33
Haikyuu!! Movie 1: Owari to Hajimari,Movie,1,Finished Airing,2015-7-3,-,-,-,TOHO animation,-,Production I.G,Manga,"Comedy,Sports,Drama,School,Shounen",1 hr. 29 min.,PG-13,8.03,4957,22416,44
Kaleido Star,TV,51,Finished Airing,2003-4-3,2004-3-27,Spring,Saturdays at 09:30 (JST),"TV Tokyo,Hal Film Maker,G&G Entertainment,HoriPro,MediaNet","ADV Films,Funimation","Gonzo,Production I.G",Original,"Comedy,Sports,Drama,Fantasy,Shoujo",23 min. per ep.,PG-13,8.03,22646,51317,1146
Kurenai no Buta,Movie,1,Finished Airing,1992-7-18,-,-,-,"Tokuma Shoten,Nippon Television Network","Walt Disney Studios,GKIDS",Studio Ghibli,Manga,"Action,Adventure,Comedy,Drama,Historical,Military,Romance",1 hr. 33 min.,G,8.03,61307,98088,718
Macross F Movie 2: Sayonara no Tsubasa,Movie,1,Finished Airing,2011-2-26,-,-,-,-,-,"Satelight,8bit",Original,"Action,Mecha,Military,Music,Romance,Sci-Fi,Space",1 hr. 54 min.,PG-13,8.03,10084,20047,92
Mawaru Penguindrum,TV,24,Finished Airing,2011-7-8,2011-12-23,Summer,Fridays at 02:10 (JST),"Starchild Records,Mainichi Broadcasting System",Sentai Filmworks,Brain's Base,Original,"Mystery,Comedy,Dementia,Psychological,Drama",24 min. per ep.,R,8.03,72165,189759,5494
Planetarian: Hoshi no Hito,Movie,1,Finished Airing,2016-9-3,-,-,-,Visual Art's,-,David Production,Visual novel,"Sci-Fi,Drama",1 hr. 57 min.,PG-13,8.03,4877,19722,93
Soul Eater,TV,51,Finished Airing,2008-4-7,2009-3-30,Spring,Mondays at 18:00 (JST),"TV Tokyo,Aniplex,Dentsu,Media Factory",Funimation,Bones,Manga,"Action,Fantasy,Comedy,Supernatural,Shounen",24 min. per ep.,PG-13,8.03,417573,780484,17832
Tanaka-kun wa Itsumo Kedaruge,TV,12,Finished Airing,2016-4-9,2016-6-25,Spring,Saturdays at 22:00 (JST),"Bandai Visual,Dentsu,Frontier Works,Lantis,Shochiku,Mainichi Broadcasting System,Movic,Yahoo! Japan,Grooove",Sentai Filmworks,Silver Link.,Web manga,"Slice of Life,Comedy,School",24 min. per ep.,PG-13,8.03,75421,166411,1848
Terra e... (TV),TV,24,Finished Airing,2007-4-7,2007-9-22,Spring,Saturdays at 18:00 (JST),"Aniplex,Mainichi Broadcasting System,SKY Perfect Well Think",Bandai Entertainment,"Tokyo Kids,Minami Machi Bugyousho",Manga,"Action,Drama,Military,Sci-Fi,Space",24 min. per ep.,PG-13,8.03,13820,43068,824
Beelzebub,TV,60,Finished Airing,2011-1-9,2012-3-25,Winter,Sundays at Unknown,"Studio Pierrot,Dentsu,Yomiuri Telecasting,Shueisha",Discotek Media,Pierrot Plus,Manga,"Action,Comedy,Demons,Supernatural,School,Shounen",24 min. per ep.,PG-13,8.02,134517,297955,3746
Hibike! Euphonium,TV,13,Finished Airing,2015-4-8,2015-7-1,Spring,Wednesdays at 00:30 (JST),"Lantis,Pony Canyon,Rakuonsha",Ponycan USA,Kyoto Animation,Novel,"Music,School,Drama",23 min. per ep.,PG-13,8.02,92899,200810,3291
Hybrid Child,OVA,4,Finished Airing,2014-10-29,2015-1-28,-,-,Lantis,-,Studio Deen,Manga,"Drama,Historical,Romance,Sci-Fi,Shounen Ai",25 min. per ep.,PG-13,8.02,18710,38261,383
Kuroko no Basket: Tip Off,Special,1,Finished Airing,2013-2-22,-,-,-,"Bandai Visual,Lantis",-,Production I.G,Manga,"Sports,Comedy,School,Shounen",25 min.,PG-13,8.02,30863,53386,74
Lupin III vs. Detective Conan: The Movie,Movie,1,Finished Airing,2013-12-7,-,-,-,-,Discotek Media,TMS Entertainment,-,"Action,Comedy,Mystery,Shounen",1 hr. 48 min.,G,8.02,7430,14160,32
Saiyuuki Reload: Burial,OVA,3,Finished Airing,2007-4-28,2008-3-28,-,-,Dentsu,-,Studio Pierrot,Manga,"Action,Adventure,Drama,Fantasy,Shoujo",33 min. per ep.,PG-13,8.02,3073,8858,48
School Rumble,TV,26,Finished Airing,2004-10-5,2005-3-29,Fall,Tuesdays at 18:00 (JST),"TV Tokyo,Sotsu,Marvelous,Starchild Records,Media Factory,DAX Production,Studio Jack",Funimation,Studio Comet,Manga,"Comedy,Romance,School,Shounen",23 min. per ep.,PG-13,8.02,100997,212896,4498
xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie,1,Finished Airing,2005-8-20,-,-,-,"Shochiku,Kodansha,Movic",Funimation,Production I.G,Manga,"Mystery,Comedy,Psychological,Supernatural,Drama",1 hr.,PG-13,8.02,25673,46615,92
Yakitate!! Japan,TV,69,Finished Airing,2004-10-12,2006-3-14,Fall,-,"TV Tokyo,Aniplex,d-rights,Tohokushinsha Film Corporation,Atelier Musa",Nozomi Entertainment,Sunrise,Manga,"Comedy,Shounen",24 min. per ep.,PG-13,8.02,26367,61815,746
Yuru Yuri San☆Hai!,TV,12,Finished Airing,2015-10-6,2015-12-22,Fall,Tuesdays at 02:05 (JST),"Sotsu,Pony Canyon",-,TYO Animations,Manga,"Comedy,School,Shoujo Ai,Slice of Life",23 min. per ep.,PG-13,8.02,34738,64998,479
Date A Live: Encore,OVA,1,Finished Airing,2014-12-8,-,-,-,-,Funimation,Production IMS,Light novel,"Slice of Life,Romance",30 min.,PG-13,8.01,43492,72712,657
